window_id,video_flag,audio_flag,eeg_flag,window_emotion
006_27,GOOD,GOOD,GOOD,Anger
006_28,GOOD,GOOD,GOOD,Anger
006_29,GOOD,GOOD,GOOD,Anger
006_30,GOOD,GOOD,GOOD,Anger
006_31,GOOD,GOOD,GOOD,Anger
006_32,GOOD,GOOD,GOOD,Anger
006_33,GOOD,GOOD,GOOD,Anger
006_34,GOOD,GOOD,GOOD,Anger
006_35,GOOD,GOOD,GOOD,Anger
006_36,GOOD,GOOD,GOOD,Anger
006_37,GOOD,GOOD,GOOD,Anger
006_38,GOOD,GOOD,GOOD,Anger
006_39,GOOD,GOOD,GOOD,Anger
006_40,GOOD,GOOD,GOOD,Anger
006_41,GOOD,GOOD,GOOD,Anger
006_42,GOOD,GOOD,GOOD,Anger
006_43,GOOD,GOOD,GOOD,Anger
006_44,GOOD,GOOD,GOOD,Anger
006_45,GOOD,GOOD,GOOD,Anger
006_46,GOOD,GOOD,GOOD,Anger
006_47,GOOD,GOOD,GOOD,Anger
006_48,GOOD,GOOD,GOOD,Anger
006_49,GOOD,GOOD,GOOD,Anger
006_50,GOOD,GOOD,GOOD,Anger
006_51,GOOD,GOOD,GOOD,Anger
006_52,GOOD,GOOD,GOOD,Anger
006_53,GOOD,GOOD,GOOD,Anger
006_54,GOOD,GOOD,GOOD,Anger
006_55,GOOD,GOOD,GOOD,Anger
006_56,GOOD,GOOD,GOOD,Anger
006_57,GOOD,GOOD,GOOD,Anger
006_58,GOOD,GOOD,GOOD,Anger
006_59,GOOD,GOOD,GOOD,Anger
006_60,GOOD,GOOD,GOOD,Anger
006_61,GOOD,GOOD,GOOD,Anger
006_62,GOOD,GOOD,GOOD,Anger
006_63,GOOD,GOOD,GOOD,Anger
006_64,GOOD,GOOD,GOOD,Anger
006_65,GOOD,GOOD,GOOD,Anger
008_00,GOOD,GOOD,GOOD,Anger
008_01,GOOD,GOOD,GOOD,Anger
008_02,GOOD,GOOD,GOOD,Anger
008_03,GOOD,GOOD,GOOD,Anger
008_04,GOOD,GOOD,GOOD,Anger
008_05,GOOD,GOOD,GOOD,Anger
008_06,GOOD,GOOD,GOOD,Anger
008_07,GOOD,GOOD,GOOD,Anger
008_08,GOOD,GOOD,GOOD,Anger
008_09,GOOD,GOOD,GOOD,Anger
008_10,GOOD,GOOD,GOOD,Anger
008_11,GOOD,GOOD,GOOD,Anger
008_12,GOOD,GOOD,GOOD,Anger
008_13,GOOD,GOOD,GOOD,Anger
008_14,GOOD,GOOD,GOOD,Anger
008_15,GOOD,GOOD,GOOD,Anger
008_16,GOOD,GOOD,GOOD,Anger
008_17,GOOD,GOOD,GOOD,Anger
008_18,GOOD,GOOD,GOOD,Anger
008_19,GOOD,GOOD,GOOD,Anger
008_20,GOOD,GOOD,GOOD,Anger
008_21,GOOD,GOOD,GOOD,Anger
008_22,GOOD,GOOD,GOOD,Anger
008_23,GOOD,GOOD,GOOD,Anger
008_24,GOOD,GOOD,GOOD,Anger
008_25,GOOD,GOOD,GOOD,Anger
008_26,GOOD,GOOD,GOOD,Anger
008_27,GOOD,GOOD,GOOD,Anger
008_28,GOOD,GOOD,GOOD,Anger
008_29,GOOD,GOOD,GOOD,Anger
008_30,GOOD,GOOD,GOOD,Anger
008_31,GOOD,GOOD,GOOD,Anger
008_32,GOOD,GOOD,GOOD,Anger
008_33,GOOD,GOOD,GOOD,Anger
008_34,GOOD,GOOD,GOOD,Anger
008_35,GOOD,GOOD,GOOD,Anger
008_36,GOOD,GOOD,GOOD,Anger
008_37,GOOD,GOOD,GOOD,Anger
008_38,GOOD,GOOD,GOOD,Anger
008_39,GOOD,GOOD,GOOD,Anger
008_40,GOOD,GOOD,GOOD,Anger
008_41,GOOD,GOOD,GOOD,Anger
008_42,GOOD,GOOD,GOOD,Anger
008_43,GOOD,GOOD,GOOD,Anger
008_44,GOOD,GOOD,GOOD,Anger
008_45,GOOD,GOOD,GOOD,Anger
008_46,GOOD,GOOD,GOOD,Anger
008_47,GOOD,GOOD,GOOD,Anger
008_48,GOOD,GOOD,GOOD,Anger
008_49,GOOD,GOOD,GOOD,Anger
008_50,GOOD,GOOD,GOOD,Anger
008_51,GOOD,GOOD,GOOD,Anger
008_52,GOOD,GOOD,GOOD,Anger
008_53,GOOD,GOOD,NOISY,Anger
008_54,GOOD,GOOD,GOOD,Anger
008_55,GOOD,GOOD,GOOD,Anger
008_56,GOOD,GOOD,GOOD,Anger
008_57,GOOD,GOOD,GOOD,Anger
008_58,GOOD,GOOD,GOOD,Anger
008_59,GOOD,GOOD,GOOD,Anger
008_60,GOOD,GOOD,GOOD,Anger
008_61,GOOD,GOOD,GOOD,Anger
008_62,GOOD,GOOD,GOOD,Anger
008_63,GOOD,GOOD,GOOD,Anger
008_64,GOOD,GOOD,GOOD,Anger
008_65,GOOD,GOOD,GOOD,Anger
010_00,GOOD,GOOD,GOOD,Anger
010_01,GOOD,GOOD,GOOD,Anger
010_02,GOOD,GOOD,GOOD,Anger
010_03,GOOD,GOOD,GOOD,Anger
010_04,GOOD,GOOD,GOOD,Anger
010_05,GOOD,GOOD,GOOD,Anger
010_06,GOOD,GOOD,GOOD,Anger
010_07,GOOD,GOOD,GOOD,Anger
010_08,GOOD,GOOD,GOOD,Anger
010_09,GOOD,GOOD,GOOD,Anger
010_10,GOOD,GOOD,GOOD,Anger
010_11,GOOD,GOOD,GOOD,Anger
010_12,GOOD,GOOD,GOOD,Anger
010_13,GOOD,GOOD,GOOD,Anger
010_14,GOOD,GOOD,GOOD,Anger
010_15,GOOD,GOOD,GOOD,Anger
010_16,GOOD,GOOD,GOOD,Anger
010_17,GOOD,GOOD,GOOD,Anger
010_18,GOOD,GOOD,GOOD,Anger
010_19,GOOD,GOOD,GOOD,Anger
010_20,GOOD,GOOD,GOOD,Anger
010_21,GOOD,GOOD,GOOD,Anger
010_22,GOOD,GOOD,GOOD,Anger
010_23,GOOD,GOOD,GOOD,Anger
010_24,GOOD,GOOD,GOOD,Anger
010_25,GOOD,GOOD,GOOD,Anger
010_26,GOOD,GOOD,GOOD,Anger
010_27,GOOD,GOOD,GOOD,Anger
010_28,GOOD,GOOD,GOOD,Anger
010_29,GOOD,GOOD,GOOD,Anger
010_30,GOOD,GOOD,GOOD,Anger
010_31,GOOD,GOOD,GOOD,Anger
010_32,GOOD,GOOD,GOOD,Anger
010_33,GOOD,GOOD,GOOD,Anger
010_34,GOOD,GOOD,GOOD,Anger
010_35,GOOD,GOOD,GOOD,Anger
010_36,GOOD,GOOD,GOOD,Anger
010_37,GOOD,GOOD,GOOD,Anger
010_38,GOOD,GOOD,GOOD,Anger
010_39,GOOD,GOOD,GOOD,Anger
010_40,GOOD,GOOD,GOOD,Anger
010_41,GOOD,GOOD,GOOD,Anger
010_42,GOOD,GOOD,GOOD,Anger
010_43,GOOD,GOOD,GOOD,Anger
010_44,GOOD,GOOD,GOOD,Anger
010_45,GOOD,GOOD,GOOD,Anger
010_46,GOOD,GOOD,GOOD,Anger
010_47,GOOD,GOOD,GOOD,Anger
010_48,GOOD,GOOD,GOOD,Anger
010_49,GOOD,GOOD,GOOD,Anger
010_50,GOOD,GOOD,GOOD,Anger
010_51,GOOD,GOOD,GOOD,Anger
010_52,GOOD,GOOD,GOOD,Anger
010_53,GOOD,GOOD,GOOD,Anger
010_54,GOOD,GOOD,GOOD,Anger
010_55,GOOD,GOOD,GOOD,Anger
010_56,GOOD,GOOD,GOOD,Anger
010_57,GOOD,GOOD,GOOD,Anger
010_58,GOOD,GOOD,GOOD,Anger
010_59,GOOD,GOOD,GOOD,Anger
010_60,GOOD,GOOD,GOOD,Anger
010_61,GOOD,GOOD,GOOD,Anger
010_62,GOOD,GOOD,GOOD,Anger
010_63,GOOD,GOOD,GOOD,Anger
010_64,GOOD,GOOD,GOOD,Anger
010_65,GOOD,GOOD,GOOD,Anger
012_00,GOOD,GOOD,GOOD,Anger
012_01,GOOD,GOOD,GOOD,Anger
012_02,GOOD,GOOD,GOOD,Anger
012_03,GOOD,GOOD,GOOD,Anger
012_04,GOOD,GOOD,GOOD,Anger
012_05,GOOD,GOOD,GOOD,Anger
012_06,GOOD,GOOD,GOOD,Anger
012_07,GOOD,GOOD,GOOD,Anger
012_08,GOOD,GOOD,GOOD,Anger
012_09,GOOD,GOOD,GOOD,Anger
012_10,GOOD,GOOD,GOOD,Anger
012_11,GOOD,GOOD,GOOD,Anger
012_12,GOOD,GOOD,GOOD,Anger
012_13,GOOD,GOOD,GOOD,Anger
012_14,GOOD,GOOD,GOOD,Anger
012_15,GOOD,GOOD,GOOD,Anger
012_16,GOOD,GOOD,GOOD,Anger
012_17,GOOD,GOOD,GOOD,Anger
012_18,GOOD,GOOD,GOOD,Anger
012_19,GOOD,GOOD,GOOD,Anger
012_20,GOOD,GOOD,GOOD,Anger
012_21,GOOD,GOOD,GOOD,Anger
012_22,GOOD,GOOD,GOOD,Anger
012_23,GOOD,GOOD,GOOD,Anger
012_24,GOOD,GOOD,GOOD,Anger
012_25,GOOD,GOOD,GOOD,Anger
012_26,GOOD,GOOD,GOOD,Anger
012_27,GOOD,GOOD,GOOD,Anger
012_28,GOOD,GOOD,GOOD,Anger
012_29,GOOD,GOOD,GOOD,Anger
012_30,GOOD,GOOD,GOOD,Anger
012_31,GOOD,GOOD,GOOD,Anger
012_32,GOOD,GOOD,GOOD,Anger
012_33,GOOD,GOOD,GOOD,Anger
012_34,GOOD,GOOD,GOOD,Anger
012_35,GOOD,GOOD,GOOD,Anger
012_36,GOOD,GOOD,GOOD,Anger
012_37,GOOD,GOOD,GOOD,Anger
012_38,GOOD,GOOD,GOOD,Anger
012_39,GOOD,GOOD,GOOD,Anger
012_40,GOOD,GOOD,GOOD,Anger
012_41,GOOD,GOOD,GOOD,Anger
012_42,GOOD,GOOD,GOOD,Anger
012_43,GOOD,GOOD,GOOD,Anger
012_44,GOOD,GOOD,GOOD,Anger
012_45,GOOD,GOOD,GOOD,Anger
012_46,GOOD,GOOD,GOOD,Anger
012_47,GOOD,GOOD,GOOD,Anger
012_48,GOOD,GOOD,GOOD,Anger
012_49,GOOD,GOOD,GOOD,Anger
012_50,GOOD,GOOD,GOOD,Anger
012_51,GOOD,GOOD,GOOD,Anger
012_52,GOOD,GOOD,GOOD,Anger
012_53,GOOD,GOOD,GOOD,Anger
012_54,GOOD,GOOD,GOOD,Anger
012_55,GOOD,GOOD,GOOD,Anger
012_56,GOOD,GOOD,GOOD,Anger
012_57,GOOD,GOOD,GOOD,Anger
012_58,GOOD,GOOD,GOOD,Anger
012_59,GOOD,GOOD,GOOD,Anger
012_60,GOOD,GOOD,GOOD,Anger
012_61,GOOD,GOOD,GOOD,Anger
012_62,GOOD,GOOD,GOOD,Anger
012_63,GOOD,GOOD,GOOD,Anger
012_64,GOOD,GOOD,GOOD,Anger
012_65,GOOD,GOOD,GOOD,Anger
014_00,GOOD,GOOD,GOOD,Anger
014_01,GOOD,GOOD,GOOD,Anger
014_02,GOOD,GOOD,GOOD,Anger
014_03,GOOD,GOOD,GOOD,Anger
014_04,GOOD,GOOD,GOOD,Anger
014_05,GOOD,GOOD,GOOD,Anger
014_06,GOOD,GOOD,GOOD,Anger
014_07,GOOD,GOOD,GOOD,Anger
014_08,GOOD,GOOD,GOOD,Anger
014_09,GOOD,GOOD,GOOD,Anger
014_10,GOOD,GOOD,GOOD,Anger
014_11,GOOD,GOOD,GOOD,Anger
014_12,GOOD,GOOD,GOOD,Anger
014_13,GOOD,GOOD,GOOD,Anger
014_14,GOOD,GOOD,GOOD,Anger
014_15,GOOD,GOOD,GOOD,Anger
014_16,GOOD,GOOD,GOOD,Anger
014_17,GOOD,GOOD,GOOD,Anger
014_18,GOOD,GOOD,GOOD,Anger
014_19,GOOD,GOOD,GOOD,Anger
014_20,GOOD,GOOD,GOOD,Anger
014_21,GOOD,GOOD,GOOD,Anger
014_22,GOOD,GOOD,GOOD,Anger
014_23,GOOD,GOOD,GOOD,Anger
014_24,GOOD,GOOD,GOOD,Anger
014_25,GOOD,GOOD,GOOD,Anger
014_26,GOOD,GOOD,GOOD,Anger
014_27,GOOD,GOOD,GOOD,Anger
014_28,GOOD,GOOD,GOOD,Anger
014_29,GOOD,GOOD,GOOD,Anger
014_30,GOOD,GOOD,GOOD,Anger
014_31,GOOD,GOOD,GOOD,Anger
014_32,GOOD,GOOD,GOOD,Anger
014_33,GOOD,GOOD,GOOD,Anger
014_34,GOOD,GOOD,GOOD,Anger
014_35,GOOD,GOOD,GOOD,Anger
014_36,GOOD,GOOD,GOOD,Anger
014_37,GOOD,GOOD,GOOD,Anger
014_38,GOOD,GOOD,GOOD,Anger
014_39,GOOD,GOOD,GOOD,Anger
014_40,GOOD,GOOD,GOOD,Anger
014_41,GOOD,GOOD,GOOD,Anger
014_42,GOOD,GOOD,GOOD,Anger
014_43,GOOD,GOOD,GOOD,Anger
014_44,GOOD,GOOD,GOOD,Anger
014_45,GOOD,GOOD,GOOD,Anger
014_46,GOOD,GOOD,GOOD,Anger
014_47,GOOD,GOOD,GOOD,Anger
014_48,GOOD,GOOD,GOOD,Anger
014_49,GOOD,GOOD,GOOD,Anger
014_50,GOOD,GOOD,GOOD,Anger
014_51,GOOD,GOOD,GOOD,Anger
014_52,GOOD,GOOD,GOOD,Anger
014_53,GOOD,GOOD,GOOD,Anger
014_54,GOOD,GOOD,GOOD,Anger
014_55,GOOD,GOOD,GOOD,Anger
014_56,GOOD,GOOD,GOOD,Anger
014_57,GOOD,GOOD,GOOD,Anger
014_58,GOOD,GOOD,GOOD,Anger
014_59,GOOD,GOOD,GOOD,Anger
014_60,GOOD,GOOD,GOOD,Anger
014_61,GOOD,GOOD,GOOD,Anger
014_62,GOOD,GOOD,GOOD,Anger
014_63,GOOD,GOOD,GOOD,Anger
014_64,GOOD,GOOD,GOOD,Anger
014_65,GOOD,GOOD,GOOD,Anger
016_00,GOOD,GOOD,GOOD,Anger
016_01,GOOD,GOOD,GOOD,Anger
016_02,GOOD,GOOD,GOOD,Anger
016_03,GOOD,GOOD,GOOD,Anger
016_04,GOOD,GOOD,GOOD,Anger
016_05,GOOD,GOOD,GOOD,Anger
016_06,GOOD,GOOD,GOOD,Anger
016_07,GOOD,GOOD,GOOD,Anger
016_08,GOOD,GOOD,GOOD,Anger
016_09,GOOD,GOOD,GOOD,Anger
016_10,GOOD,GOOD,GOOD,Anger
016_11,GOOD,GOOD,GOOD,Anger
016_12,GOOD,GOOD,GOOD,Anger
016_13,GOOD,GOOD,GOOD,Anger
016_14,GOOD,GOOD,GOOD,Anger
016_15,GOOD,GOOD,GOOD,Anger
016_16,GOOD,GOOD,GOOD,Anger
016_17,GOOD,GOOD,GOOD,Anger
016_18,GOOD,GOOD,GOOD,Anger
016_19,GOOD,GOOD,GOOD,Anger
016_20,GOOD,GOOD,GOOD,Anger
016_21,GOOD,GOOD,GOOD,Anger
016_22,GOOD,GOOD,GOOD,Anger
016_23,GOOD,GOOD,GOOD,Anger
016_24,GOOD,GOOD,GOOD,Anger
016_25,GOOD,GOOD,GOOD,Anger
016_26,GOOD,GOOD,GOOD,Anger
016_27,GOOD,GOOD,GOOD,Anger
016_28,GOOD,GOOD,GOOD,Anger
016_29,GOOD,GOOD,GOOD,Anger
016_30,GOOD,GOOD,GOOD,Anger
016_31,GOOD,GOOD,GOOD,Anger
016_32,GOOD,GOOD,GOOD,Anger
016_33,GOOD,GOOD,GOOD,Anger
016_34,GOOD,GOOD,GOOD,Anger
016_35,GOOD,GOOD,GOOD,Anger
016_36,GOOD,GOOD,GOOD,Anger
016_37,GOOD,GOOD,GOOD,Anger
016_38,GOOD,GOOD,GOOD,Anger
016_39,GOOD,GOOD,GOOD,Anger
016_40,GOOD,GOOD,GOOD,Anger
016_41,GOOD,GOOD,GOOD,Anger
016_42,GOOD,GOOD,GOOD,Anger
016_43,GOOD,GOOD,GOOD,Anger
016_44,GOOD,GOOD,GOOD,Anger
016_45,GOOD,GOOD,GOOD,Anger
016_46,GOOD,GOOD,GOOD,Anger
016_47,GOOD,GOOD,GOOD,Anger
016_48,GOOD,GOOD,GOOD,Anger
016_49,GOOD,GOOD,GOOD,Anger
016_50,GOOD,GOOD,GOOD,Anger
016_51,GOOD,GOOD,GOOD,Anger
016_52,GOOD,GOOD,GOOD,Anger
016_53,GOOD,GOOD,GOOD,Anger
016_54,GOOD,GOOD,GOOD,Anger
016_55,GOOD,GOOD,GOOD,Anger
016_56,GOOD,GOOD,GOOD,Anger
016_57,GOOD,GOOD,GOOD,Anger
016_58,GOOD,GOOD,GOOD,Anger
016_59,GOOD,GOOD,GOOD,Anger
016_60,GOOD,GOOD,GOOD,Anger
016_61,GOOD,GOOD,GOOD,Anger
016_62,GOOD,GOOD,GOOD,Anger
016_63,GOOD,GOOD,GOOD,Anger
016_64,GOOD,GOOD,GOOD,Anger
016_65,GOOD,GOOD,GOOD,Anger
018_00,GOOD,GOOD,GOOD,Anger
018_01,GOOD,GOOD,NOISY,Anger
018_02,GOOD,GOOD,GOOD,Anger
018_03,GOOD,GOOD,NOISY,Anger
018_04,GOOD,GOOD,GOOD,Anger
018_05,GOOD,GOOD,GOOD,Anger
018_06,GOOD,GOOD,GOOD,Anger
018_07,GOOD,GOOD,GOOD,Anger
018_08,GOOD,GOOD,GOOD,Anger
018_09,GOOD,GOOD,GOOD,Anger
018_10,GOOD,GOOD,GOOD,Anger
018_11,GOOD,GOOD,GOOD,Anger
018_12,GOOD,GOOD,GOOD,Anger
018_13,GOOD,GOOD,GOOD,Anger
018_14,GOOD,GOOD,NOISY,Anger
018_15,GOOD,GOOD,GOOD,Anger
018_16,GOOD,GOOD,GOOD,Anger
018_17,GOOD,GOOD,GOOD,Anger
018_18,GOOD,GOOD,GOOD,Anger
018_19,GOOD,GOOD,GOOD,Anger
018_20,GOOD,GOOD,GOOD,Anger
018_21,GOOD,GOOD,GOOD,Anger
018_22,GOOD,GOOD,GOOD,Anger
018_23,GOOD,GOOD,GOOD,Anger
018_24,GOOD,GOOD,GOOD,Anger
018_25,GOOD,GOOD,GOOD,Anger
018_26,GOOD,GOOD,GOOD,Anger
018_27,GOOD,GOOD,GOOD,Anger
018_28,GOOD,GOOD,GOOD,Anger
018_29,GOOD,GOOD,GOOD,Anger
018_30,GOOD,GOOD,GOOD,Anger
018_31,GOOD,GOOD,GOOD,Anger
018_32,GOOD,GOOD,GOOD,Anger
018_33,GOOD,GOOD,GOOD,Anger
018_34,GOOD,GOOD,GOOD,Anger
018_35,GOOD,GOOD,GOOD,Anger
018_36,GOOD,GOOD,GOOD,Anger
018_37,GOOD,GOOD,GOOD,Anger
018_38,GOOD,GOOD,GOOD,Anger
018_39,GOOD,GOOD,GOOD,Anger
018_40,GOOD,GOOD,GOOD,Anger
018_41,GOOD,GOOD,GOOD,Anger
018_42,GOOD,GOOD,GOOD,Anger
018_43,GOOD,GOOD,GOOD,Anger
018_44,GOOD,GOOD,GOOD,Anger
018_45,GOOD,GOOD,GOOD,Anger
018_46,GOOD,GOOD,GOOD,Anger
018_47,GOOD,GOOD,GOOD,Anger
018_48,GOOD,GOOD,GOOD,Anger
018_49,GOOD,GOOD,GOOD,Anger
018_50,GOOD,GOOD,GOOD,Anger
018_51,GOOD,GOOD,GOOD,Anger
018_52,GOOD,GOOD,NOISY,Anger
018_53,GOOD,GOOD,GOOD,Anger
018_54,GOOD,GOOD,GOOD,Anger
018_55,GOOD,GOOD,GOOD,Anger
018_56,GOOD,GOOD,GOOD,Anger
018_57,GOOD,GOOD,GOOD,Anger
018_58,GOOD,GOOD,GOOD,Anger
018_59,GOOD,GOOD,GOOD,Anger
018_60,GOOD,GOOD,GOOD,Anger
018_61,GOOD,GOOD,GOOD,Anger
018_62,GOOD,GOOD,GOOD,Anger
018_63,GOOD,GOOD,GOOD,Anger
018_64,GOOD,GOOD,GOOD,Anger
018_65,GOOD,GOOD,GOOD,Anger
020_00,GOOD,GOOD,GOOD,Anger
020_01,GOOD,GOOD,GOOD,Anger
020_02,GOOD,GOOD,GOOD,Anger
020_03,GOOD,GOOD,GOOD,Anger
020_04,GOOD,GOOD,GOOD,Anger
020_05,GOOD,GOOD,GOOD,Anger
020_06,GOOD,GOOD,GOOD,Anger
020_07,GOOD,GOOD,GOOD,Anger
020_08,GOOD,GOOD,GOOD,Anger
020_09,GOOD,GOOD,GOOD,Anger
020_10,GOOD,GOOD,GOOD,Anger
020_11,GOOD,GOOD,GOOD,Anger
