window_id,video_flag,audio_flag,eeg_flag,window_emotion
004_25,GOOD,GOOD,GOOD,Anger
004_26,GOOD,GOOD,GOOD,Anger
004_27,GOOD,GOOD,GOOD,Anger
004_28,GOOD,GOOD,GOOD,Anger
004_29,GOOD,GOOD,GOOD,Anger
004_30,GOOD,GOOD,GOOD,Anger
004_31,GOOD,GOOD,GOOD,Anger
004_32,GOOD,GOOD,GOOD,Anger
004_33,GOOD,GOOD,GOOD,Anger
004_34,GOOD,GOOD,GOOD,Anger
004_35,GOOD,GOOD,GOOD,Anger
004_36,GOOD,GOOD,GOOD,Anger
004_37,GOOD,GOOD,GOOD,Anger
004_38,GOOD,GOOD,GOOD,Anger
004_39,GOOD,GOOD,GOOD,Anger
004_40,GOOD,GOOD,GOOD,Anger
004_41,GOOD,GOOD,GOOD,Anger
004_42,GOOD,GOOD,GOOD,Anger
004_43,GOOD,GOOD,GOOD,Anger
004_44,GOOD,GOOD,GOOD,Anger
004_45,GOOD,GOOD,GOOD,Anger
004_46,GOOD,GOOD,GOOD,Anger
004_47,GOOD,GOOD,GOOD,Anger
004_48,GOOD,GOOD,GOOD,Anger
004_49,GOOD,GOOD,GOOD,Anger
004_50,GOOD,GOOD,GOOD,Anger
004_51,GOOD,GOOD,GOOD,Anger
004_52,GOOD,GOOD,GOOD,Anger
004_53,GOOD,GOOD,GOOD,Anger
004_54,GOOD,GOOD,GOOD,Anger
004_55,GOOD,GOOD,GOOD,Anger
004_56,GOOD,GOOD,GOOD,Anger
004_57,GOOD,GOOD,GOOD,Anger
004_58,GOOD,GOOD,GOOD,Anger
004_59,GOOD,GOOD,GOOD,Anger
004_60,GOOD,GOOD,GOOD,Anger
004_61,GOOD,GOOD,GOOD,Anger
004_62,GOOD,GOOD,GOOD,Anger
004_63,GOOD,GOOD,GOOD,Anger
004_64,GOOD,GOOD,GOOD,Anger
004_65,GOOD,GOOD,GOOD,Anger
005_00,GOOD,,GOOD,Anger
005_01,GOOD,,GOOD,Anger
005_02,GOOD,,GOOD,Anger
005_03,GOOD,,GOOD,Anger
005_04,GOOD,,GOOD,Anger
005_05,GOOD,,GOOD,Anger
005_06,GOOD,,GOOD,Anger
005_07,GOOD,,GOOD,Anger
005_08,GOOD,,GOOD,Anger
005_09,GOOD,,GOOD,Anger
005_10,GOOD,,GOOD,Anger
005_11,GOOD,,GOOD,Anger
005_12,GOOD,,GOOD,Anger
005_13,GOOD,,GOOD,Anger
005_14,GOOD,,GOOD,Anger
005_15,GOOD,,GOOD,Anger
005_16,GOOD,,GOOD,Anger
005_17,GOOD,,GOOD,Anger
005_18,GOOD,,GOOD,Anger
005_19,GOOD,,GOOD,Anger
005_20,GOOD,,GOOD,Anger
005_21,GOOD,,GOOD,Anger
005_22,GOOD,,GOOD,Anger
005_23,GOOD,,GOOD,Anger
005_24,GOOD,,GOOD,Anger
005_25,GOOD,,GOOD,Anger
005_26,GOOD,,GOOD,Anger
005_27,GOOD,,GOOD,Anger
005_28,GOOD,,GOOD,Anger
005_29,GOOD,,GOOD,Anger
005_30,GOOD,,GOOD,Anger
005_31,GOOD,,GOOD,Anger
005_32,GOOD,,GOOD,Anger
005_33,GOOD,,GOOD,Anger
005_34,GOOD,,GOOD,Anger
005_35,GOOD,,GOOD,Anger
005_36,GOOD,,GOOD,Anger
005_37,GOOD,,GOOD,Anger
005_38,GOOD,,GOOD,Anger
005_39,GOOD,,GOOD,Anger
005_40,GOOD,,GOOD,Anger
005_41,GOOD,,GOOD,Anger
005_42,GOOD,,GOOD,Anger
005_43,GOOD,,GOOD,Anger
005_44,GOOD,,GOOD,Anger
005_45,GOOD,,GOOD,Anger
005_46,GOOD,,GOOD,Anger
005_47,GOOD,,GOOD,Anger
005_48,GOOD,,GOOD,Anger
005_49,GOOD,,GOOD,Anger
005_50,GOOD,,GOOD,Anger
005_51,GOOD,,GOOD,Anger
005_52,GOOD,,GOOD,Anger
005_53,GOOD,,GOOD,Anger
005_54,GOOD,,GOOD,Anger
005_55,GOOD,,GOOD,Anger
005_56,GOOD,,GOOD,Anger
005_57,GOOD,,GOOD,Anger
005_58,GOOD,,GOOD,Anger
005_59,GOOD,,GOOD,Anger
005_60,GOOD,,GOOD,Anger
005_61,GOOD,,GOOD,Anger
005_62,GOOD,,GOOD,Anger
005_63,GOOD,,GOOD,Anger
005_64,GOOD,,GOOD,Anger
005_65,GOOD,,GOOD,Anger
006_00,GOOD,GOOD,GOOD,Anger
006_01,GOOD,GOOD,GOOD,Anger
006_02,GOOD,GOOD,GOOD,Anger
006_03,GOOD,GOOD,GOOD,Anger
006_04,GOOD,GOOD,GOOD,Anger
006_05,GOOD,GOOD,GOOD,Anger
006_06,GOOD,GOOD,GOOD,Anger
006_07,GOOD,GOOD,GOOD,Anger
006_08,GOOD,GOOD,GOOD,Anger
006_09,GOOD,GOOD,GOOD,Anger
006_10,GOOD,GOOD,GOOD,Anger
006_11,GOOD,GOOD,GOOD,Anger
006_12,GOOD,GOOD,GOOD,Anger
006_13,GOOD,GOOD,GOOD,Anger
006_14,GOOD,GOOD,GOOD,Anger
006_15,GOOD,GOOD,GOOD,Anger
006_16,GOOD,GOOD,GOOD,Anger
006_17,GOOD,GOOD,GOOD,Anger
006_18,GOOD,GOOD,GOOD,Anger
006_19,GOOD,GOOD,GOOD,Anger
006_20,GOOD,GOOD,GOOD,Anger
006_21,GOOD,GOOD,GOOD,Anger
006_22,GOOD,GOOD,GOOD,Anger
006_23,GOOD,GOOD,GOOD,Anger
006_24,GOOD,GOOD,GOOD,Anger
006_25,GOOD,GOOD,GOOD,Anger
006_26,GOOD,GOOD,GOOD,Anger
006_27,GOOD,GOOD,GOOD,Anger
006_28,GOOD,GOOD,GOOD,Anger
006_29,GOOD,GOOD,GOOD,Anger
006_30,GOOD,GOOD,GOOD,Anger
006_31,GOOD,GOOD,GOOD,Anger
006_32,GOOD,GOOD,GOOD,Anger
006_33,GOOD,GOOD,GOOD,Anger
006_34,GOOD,GOOD,GOOD,Anger
006_35,GOOD,GOOD,GOOD,Anger
006_36,GOOD,GOOD,GOOD,Anger
006_37,GOOD,GOOD,GOOD,Anger
006_38,GOOD,GOOD,GOOD,Anger
006_39,GOOD,GOOD,GOOD,Anger
006_40,GOOD,GOOD,GOOD,Anger
006_41,GOOD,GOOD,GOOD,Anger
006_42,GOOD,GOOD,GOOD,Anger
006_43,GOOD,GOOD,GOOD,Anger
006_44,GOOD,GOOD,GOOD,Anger
006_45,GOOD,GOOD,GOOD,Anger
006_46,GOOD,GOOD,GOOD,Anger
006_47,GOOD,GOOD,GOOD,Anger
006_48,GOOD,GOOD,GOOD,Anger
006_49,GOOD,GOOD,GOOD,Anger
006_50,GOOD,GOOD,GOOD,Anger
006_51,GOOD,GOOD,GOOD,Anger
006_52,GOOD,GOOD,GOOD,Anger
006_53,GOOD,GOOD,GOOD,Anger
006_54,GOOD,GOOD,GOOD,Anger
006_55,GOOD,GOOD,GOOD,Anger
006_56,GOOD,GOOD,GOOD,Anger
006_57,GOOD,GOOD,NOISY,Anger
006_58,GOOD,GOOD,GOOD,Anger
006_59,GOOD,GOOD,GOOD,Anger
006_60,GOOD,GOOD,GOOD,Anger
006_61,GOOD,GOOD,GOOD,Anger
006_62,GOOD,GOOD,GOOD,Anger
006_63,GOOD,GOOD,GOOD,Anger
006_64,GOOD,GOOD,GOOD,Anger
006_65,GOOD,GOOD,GOOD,Anger
007_00,GOOD,,GOOD,Anger
007_01,GOOD,,GOOD,Anger
007_02,GOOD,,GOOD,Anger
007_03,GOOD,,GOOD,Anger
007_04,GOOD,,GOOD,Anger
007_05,GOOD,,GOOD,Anger
007_06,GOOD,,GOOD,Anger
007_07,GOOD,,GOOD,Anger
007_08,GOOD,,GOOD,Anger
007_09,GOOD,,GOOD,Anger
007_10,GOOD,,GOOD,Anger
007_11,GOOD,,GOOD,Anger
007_12,GOOD,,GOOD,Anger
007_13,GOOD,,GOOD,Anger
007_14,GOOD,,GOOD,Anger
007_15,GOOD,,GOOD,Anger
007_16,GOOD,,GOOD,Anger
007_17,GOOD,,GOOD,Anger
007_18,GOOD,,GOOD,Anger
007_19,GOOD,,GOOD,Anger
007_20,GOOD,,GOOD,Anger
007_21,GOOD,,GOOD,Anger
007_22,GOOD,,GOOD,Anger
007_23,GOOD,,GOOD,Anger
007_24,GOOD,,GOOD,Anger
007_25,GOOD,,GOOD,Anger
007_26,GOOD,,GOOD,Anger
007_27,GOOD,,GOOD,Anger
007_28,GOOD,,GOOD,Anger
007_29,GOOD,,GOOD,Anger
007_30,GOOD,,GOOD,Anger
007_31,GOOD,,GOOD,Anger
007_32,GOOD,,GOOD,Anger
007_33,GOOD,,GOOD,Anger
007_34,GOOD,,GOOD,Anger
007_35,GOOD,,GOOD,Anger
007_36,GOOD,,GOOD,Anger
007_37,GOOD,,GOOD,Anger
007_38,GOOD,,GOOD,Anger
007_39,GOOD,,GOOD,Anger
007_40,GOOD,,GOOD,Anger
007_41,GOOD,,GOOD,Anger
007_42,GOOD,,GOOD,Anger
007_43,GOOD,,GOOD,Anger
007_44,GOOD,,GOOD,Anger
007_45,GOOD,,GOOD,Anger
007_46,GOOD,,GOOD,Anger
007_47,GOOD,,GOOD,Anger
007_48,GOOD,,GOOD,Anger
007_49,GOOD,,GOOD,Anger
007_50,GOOD,,GOOD,Anger
007_51,GOOD,,GOOD,Anger
007_52,GOOD,,GOOD,Anger
007_53,GOOD,,GOOD,Anger
007_54,GOOD,,GOOD,Anger
007_55,GOOD,,GOOD,Anger
007_56,GOOD,,GOOD,Anger
007_57,GOOD,,GOOD,Anger
007_58,GOOD,,GOOD,Anger
007_59,GOOD,,GOOD,Anger
007_60,GOOD,,GOOD,Anger
007_61,GOOD,,GOOD,Anger
007_62,GOOD,,GOOD,Anger
007_63,GOOD,,GOOD,Anger
007_64,GOOD,,GOOD,Anger
007_65,GOOD,,GOOD,Anger
008_00,GOOD,GOOD,GOOD,Anger
008_01,GOOD,GOOD,GOOD,Anger
008_02,GOOD,GOOD,GOOD,Anger
008_03,GOOD,GOOD,GOOD,Anger
008_04,GOOD,GOOD,GOOD,Anger
008_05,GOOD,GOOD,GOOD,Anger
008_06,GOOD,GOOD,GOOD,Anger
008_07,GOOD,GOOD,GOOD,Anger
008_08,GOOD,GOOD,GOOD,Anger
008_09,GOOD,GOOD,GOOD,Anger
008_10,GOOD,GOOD,GOOD,Anger
008_11,GOOD,GOOD,GOOD,Anger
008_12,GOOD,GOOD,GOOD,Anger
008_13,GOOD,GOOD,GOOD,Anger
008_14,GOOD,GOOD,GOOD,Anger
008_15,GOOD,GOOD,GOOD,Anger
008_16,GOOD,GOOD,GOOD,Anger
008_17,GOOD,GOOD,GOOD,Anger
008_18,GOOD,GOOD,GOOD,Anger
008_19,GOOD,GOOD,GOOD,Anger
008_20,GOOD,GOOD,GOOD,Anger
008_21,GOOD,GOOD,GOOD,Anger
008_22,GOOD,GOOD,GOOD,Anger
008_23,GOOD,GOOD,GOOD,Anger
008_24,GOOD,GOOD,GOOD,Anger
008_25,GOOD,GOOD,GOOD,Anger
008_26,GOOD,GOOD,GOOD,Anger
008_27,GOOD,GOOD,GOOD,Anger
008_28,GOOD,GOOD,GOOD,Anger
008_29,GOOD,GOOD,GOOD,Anger
008_30,GOOD,GOOD,GOOD,Anger
008_31,GOOD,GOOD,GOOD,Anger
008_32,GOOD,GOOD,GOOD,Anger
008_33,GOOD,GOOD,GOOD,Anger
008_34,GOOD,GOOD,GOOD,Anger
008_35,GOOD,GOOD,GOOD,Anger
008_36,GOOD,GOOD,GOOD,Anger
008_37,GOOD,GOOD,GOOD,Anger
008_38,GOOD,GOOD,GOOD,Anger
008_39,GOOD,GOOD,GOOD,Anger
008_40,GOOD,GOOD,GOOD,Anger
008_41,GOOD,GOOD,GOOD,Anger
008_42,GOOD,GOOD,GOOD,Anger
008_43,GOOD,GOOD,GOOD,Anger
008_44,GOOD,GOOD,GOOD,Anger
008_45,GOOD,GOOD,GOOD,Anger
008_46,GOOD,GOOD,GOOD,Anger
008_47,GOOD,GOOD,GOOD,Anger
008_48,GOOD,GOOD,GOOD,Anger
008_49,GOOD,GOOD,GOOD,Anger
008_50,GOOD,GOOD,GOOD,Anger
008_51,GOOD,GOOD,GOOD,Anger
008_52,GOOD,GOOD,GOOD,Anger
008_53,GOOD,GOOD,GOOD,Anger
008_54,GOOD,GOOD,GOOD,Anger
008_55,GOOD,GOOD,GOOD,Anger
008_56,GOOD,GOOD,GOOD,Anger
008_57,GOOD,GOOD,GOOD,Anger
008_58,GOOD,GOOD,GOOD,Anger
008_59,GOOD,GOOD,GOOD,Anger
008_60,GOOD,GOOD,GOOD,Anger
008_61,GOOD,GOOD,GOOD,Anger
008_62,GOOD,GOOD,GOOD,Anger
008_63,GOOD,GOOD,GOOD,Anger
008_64,GOOD,GOOD,GOOD,Anger
008_65,GOOD,GOOD,GOOD,Anger
009_00,GOOD,,GOOD,Anger
009_01,GOOD,,GOOD,Anger
009_02,GOOD,,GOOD,Anger
009_03,GOOD,,GOOD,Anger
009_04,GOOD,,GOOD,Anger
009_05,GOOD,,GOOD,Anger
009_06,GOOD,,GOOD,Anger
009_07,GOOD,,GOOD,Anger
009_08,GOOD,,GOOD,Anger
009_09,GOOD,,GOOD,Anger
009_10,GOOD,,GOOD,Anger
009_11,GOOD,,GOOD,Anger
009_12,GOOD,,GOOD,Anger
009_13,GOOD,,GOOD,Anger
009_14,GOOD,,GOOD,Anger
009_15,GOOD,,GOOD,Anger
009_16,GOOD,,GOOD,Anger
009_17,GOOD,,GOOD,Anger
009_18,GOOD,,GOOD,Anger
009_19,GOOD,,GOOD,Anger
009_20,GOOD,,GOOD,Anger
009_21,GOOD,,GOOD,Anger
009_22,GOOD,,GOOD,Anger
009_23,GOOD,,GOOD,Anger
009_24,GOOD,,GOOD,Anger
009_25,GOOD,,GOOD,Anger
009_26,GOOD,,GOOD,Anger
009_27,GOOD,,GOOD,Anger
009_28,GOOD,,GOOD,Anger
009_29,GOOD,,GOOD,Anger
009_30,GOOD,,GOOD,Anger
009_31,GOOD,,GOOD,Anger
009_32,GOOD,,GOOD,Anger
009_33,GOOD,,GOOD,Anger
009_34,GOOD,,GOOD,Anger
009_35,GOOD,,GOOD,Anger
009_36,GOOD,,GOOD,Anger
009_37,GOOD,,GOOD,Anger
009_38,GOOD,,GOOD,Anger
009_39,GOOD,,GOOD,Anger
009_40,GOOD,,GOOD,Anger
009_41,GOOD,,GOOD,Anger
009_42,GOOD,,GOOD,Anger
009_43,GOOD,,GOOD,Anger
009_44,GOOD,,GOOD,Anger
009_45,GOOD,,GOOD,Anger
009_46,GOOD,,GOOD,Anger
009_47,GOOD,,GOOD,Anger
009_48,GOOD,,GOOD,Anger
009_49,GOOD,,GOOD,Anger
009_50,GOOD,,GOOD,Anger
009_51,GOOD,,GOOD,Anger
009_52,GOOD,,GOOD,Anger
009_53,GOOD,,GOOD,Anger
009_54,GOOD,,GOOD,Anger
009_55,GOOD,,GOOD,Anger
009_56,GOOD,,GOOD,Anger
009_57,GOOD,,GOOD,Anger
009_58,GOOD,,GOOD,Anger
009_59,GOOD,,GOOD,Anger
009_60,GOOD,,GOOD,Anger
009_61,GOOD,,GOOD,Anger
009_62,GOOD,,GOOD,Anger
009_63,GOOD,,GOOD,Anger
009_64,GOOD,,GOOD,Anger
009_65,GOOD,,GOOD,Anger
010_00,GOOD,GOOD,GOOD,Anger
010_01,GOOD,GOOD,GOOD,Anger
010_02,GOOD,GOOD,GOOD,Anger
010_03,GOOD,GOOD,GOOD,Anger
010_04,GOOD,GOOD,GOOD,Anger
010_05,GOOD,GOOD,GOOD,Anger
010_06,GOOD,GOOD,GOOD,Anger
010_07,GOOD,GOOD,GOOD,Anger
010_08,GOOD,GOOD,GOOD,Anger
010_09,GOOD,GOOD,GOOD,Anger
010_10,GOOD,GOOD,GOOD,Anger
010_11,GOOD,GOOD,GOOD,Anger
010_12,GOOD,GOOD,GOOD,Anger
010_13,GOOD,GOOD,GOOD,Anger
010_14,GOOD,GOOD,GOOD,Anger
010_15,GOOD,GOOD,GOOD,Anger
010_16,GOOD,GOOD,GOOD,Anger
010_17,GOOD,GOOD,GOOD,Anger
010_18,GOOD,GOOD,GOOD,Anger
010_19,GOOD,GOOD,GOOD,Anger
010_20,GOOD,GOOD,GOOD,Anger
010_21,GOOD,GOOD,GOOD,Anger
010_22,GOOD,GOOD,GOOD,Anger
010_23,GOOD,GOOD,GOOD,Anger
010_24,GOOD,GOOD,GOOD,Anger
010_25,GOOD,GOOD,GOOD,Anger
010_26,GOOD,GOOD,GOOD,Anger
010_27,GOOD,GOOD,GOOD,Anger
010_28,GOOD,GOOD,GOOD,Anger
010_29,GOOD,GOOD,GOOD,Anger
010_30,GOOD,GOOD,GOOD,Anger
010_31,GOOD,GOOD,GOOD,Anger
010_32,GOOD,GOOD,GOOD,Anger
010_33,GOOD,GOOD,GOOD,Anger
010_34,GOOD,GOOD,GOOD,Anger
010_35,GOOD,GOOD,GOOD,Anger
010_36,GOOD,GOOD,NOISY,Anger
010_37,GOOD,GOOD,GOOD,Anger
010_38,GOOD,GOOD,GOOD,Anger
010_39,GOOD,GOOD,GOOD,Anger
010_40,GOOD,GOOD,GOOD,Anger
010_41,GOOD,GOOD,GOOD,Anger
010_42,GOOD,GOOD,GOOD,Anger
010_43,GOOD,GOOD,GOOD,Anger
010_44,GOOD,GOOD,GOOD,Anger
010_45,GOOD,GOOD,GOOD,Anger
010_46,GOOD,GOOD,GOOD,Anger
010_47,GOOD,GOOD,GOOD,Anger
010_48,GOOD,GOOD,GOOD,Anger
010_49,GOOD,GOOD,GOOD,Anger
010_50,GOOD,GOOD,GOOD,Anger
010_51,GOOD,GOOD,GOOD,Anger
010_52,GOOD,GOOD,GOOD,Anger
010_53,GOOD,GOOD,GOOD,Anger
010_54,GOOD,GOOD,GOOD,Anger
010_55,GOOD,GOOD,GOOD,Anger
010_56,GOOD,GOOD,GOOD,Anger
010_57,GOOD,GOOD,GOOD,Anger
010_58,GOOD,GOOD,GOOD,Anger
010_59,GOOD,GOOD,GOOD,Anger
010_60,GOOD,GOOD,GOOD,Anger
010_61,GOOD,GOOD,GOOD,Anger
010_62,GOOD,GOOD,GOOD,Anger
010_63,GOOD,GOOD,GOOD,Anger
010_64,GOOD,GOOD,GOOD,Anger
010_65,GOOD,GOOD,GOOD,Anger
011_00,GOOD,,GOOD,Anger
011_01,GOOD,,GOOD,Anger
011_02,GOOD,,GOOD,Anger
011_03,GOOD,,GOOD,Anger
